	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Muc13	7.09013499467471	-0.0143632624780858	3.86103457949633	-0.00372005538473045	0.99703183208918	0.998840780076037
Snx19	1887.5172398751	-0.000629502853599056	0.180205473300914	-0.00349325046608261	0.997212795054713	0.998840848354174
Ss18l2	259.865064994266	0.00171925767408082	0.4889018037552	0.00351657052781438	0.997194188451787	0.998840848354174
Ercc4	628.006973665158	0.0015084578089567	0.42058791289098	0.00358654579155179	0.997138356621344	0.998840848354174
D230017M19Rik	28.6443737161777	-0.00460043613382152	1.39501200182453	-0.00329777530788598	0.997368760766104	0.998936666188434
Rpl22l1	957.331767647861	-0.000776739869860651	0.249186032285198	-0.00311710838178785	0.9975129113754	0.998966239971181
Ube2d3	5936.62610370308	-0.000437673252802108	0.140748918480969	-0.0031096029548624	0.997518899810643	0.998966239971181
Rslcan18	55.5985968373891	0.00301936305616404	1.13965020923528	0.00264937700330883	0.997886105466288	0.999190322425259
Pcdhb2	21.41580782225	0.00417185615391396	1.5439674948034	0.002702036259154	0.997844089609475	0.999190322425259
Gm19557	30.0607818772828	-0.00380445424027624	1.46192199878391	-0.00260236472495861	0.997923615708028	0.999190322425259
Bnip3	365.854253486179	0.0010608453143901	0.42449767655176	0.0024990603553062	0.998006040401467	0.999212454472669
Vps26a	1547.67586025377	-0.000494515760570584	0.218836475844098	-0.00225975015665525	0.998196981773243	0.999343225134399
Slc25a25	972.151081261408	0.00058462908001734	0.273420112762209	0.00213820802760691	0.998293958126973	0.999377602484484
Nexn	214.924989953684	-0.00102415232714356	0.535012117002421	-0.00191426005990613	0.998472642385645	0.999377602484484
Naf1	1279.0221433872	-0.000537531390987351	0.2734604540923	-0.00196566407662704	0.998431627991523	0.999377602484484
Slc35b1	1535.96324304291	0.000413630036141721	0.209232322705538	0.0019768935831384	0.998422668159061	0.999377602484484
Gprin1	159.843501005638	-0.00104214302147509	0.602262382743742	-0.00173038039787139	0.998619356885213	0.999464059380313
Cdx1	10.6226356248421	-0.00431802333881339	2.90675966119426	-0.00148551096138416	0.998814734174938	0.999599206839526
Rnf223	141.049889850542	0.00107482862987253	0.820231279101573	0.00131039702734798	0.998954454742582	0.999599402468176
Cep70	553.892946258977	0.000526125942007323	0.44483447452765	0.00118274543034461	0.999056305901788	0.999599402468176
Usp19	6219.05105637486	-0.000130412858965853	0.107835995837959	-0.00120936295855995	0.99903506820217	0.999599402468176
Gm11110	53.7021304331602	-0.00212549670938976	1.57717328864896	-0.00134766212735603	0.99892472152089	0.999599402468176
Qars	4154.73620770296	0.000180675018369111	0.175268215350292	0.00103084873665207	0.999177501854173	0.999660283760004
9130401M01Rik	866.677296310764	0.000247295147522255	0.268217269778167	0.000921995618428238	0.999264354035154	0.999686799407678
Brpf1	3443.16746905485	0.000127767800436308	0.173180986114454	0.000737770371349355	0.999411344464684	0.999713099097675
Nol12	967.625187482458	-0.0002069649470617	0.269113271193794	-0.00076906258150554	0.999386376900414	0.999713099097675
Xpnpep1	2643.04174279104	0.000103338359520316	0.161813209058589	0.000638627465097115	0.999490449040131	0.999731857276116
Usp17la	26.3960854031719	0.000509738410891739	1.67501682836447	0.00030431838191707	0.999757189065248	0.999877910817233
1700123O20Rik	654.875280880669	0.0001295468102807	0.374156339548618	0.000346237111569419	0.999723742759821	0.999877910817233
Pnpla7	360.723408570413	-9.88632396723807e-05	0.49238560591434	-0.000200784179076063	0.999839797404538	0.999900159623652
Slitrk4	26.5676272789356	-8.79221967830856e-05	1.50035967656501	-5.86007463119635e-05	0.999953243369293	0.999953243369293
A430089I19Rik	0	NA	NA	NA	NA	NA
Gm29089	0	NA	NA	NA	NA	NA
1700020D14Rik	0	NA	NA	NA	NA	NA
Zfy1	0.55941160777975	-2.18675718049059	4.85597046908088	-0.450323409998927	0.652477261499031	NA
Uba1y	0	NA	NA	NA	NA	NA
Tspy-ps	0	NA	NA	NA	NA	NA
Usp9y	0	NA	NA	NA	NA	NA
Zfy2	0	NA	NA	NA	NA	NA
H2al2b	0	NA	NA	NA	NA	NA
H2al2c	0	NA	NA	NA	NA	NA
Sry	0	NA	NA	NA	NA	NA
Gm21677	0	NA	NA	NA	NA	NA
Gm21708	0	NA	NA	NA	NA	NA
Rbmy	0	NA	NA	NA	NA	NA
Gm4064	0	NA	NA	NA	NA	NA
Gm10256	0	NA	NA	NA	NA	NA
Gm10352	0	NA	NA	NA	NA	NA
Gm21693	0	NA	NA	NA	NA	NA
Gm21704	0	NA	NA	NA	NA	NA
Gm3376	0	NA	NA	NA	NA	NA
Gm21064	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Gm20826	0	NA	NA	NA	NA	NA
Gm20815	0	NA	NA	NA	NA	NA
Gm21292	0	NA	NA	NA	NA	NA
Gm20822	0	NA	NA	NA	NA	NA
Gm20877	0	NA	NA	NA	NA	NA
Gm21379	0	NA	NA	NA	NA	NA
Rbm31y	0	NA	NA	NA	NA	NA
Gm21828	0	NA	NA	NA	NA	NA
Srsy	0	NA	NA	NA	NA	NA
Gm20831	0	NA	NA	NA	NA	NA
Gm21440	0	NA	NA	NA	NA	NA
Gm21454	0	NA	NA	NA	NA	NA
Ssty1	0	NA	NA	NA	NA	NA
LOC115489302	0	NA	NA	NA	NA	NA
LOC115489303	0	NA	NA	NA	NA	NA
Gm20747	0	NA	NA	NA	NA	NA
Gm20865	0	NA	NA	NA	NA	NA
Orly	0	NA	NA	NA	NA	NA
Gm21242	0	NA	NA	NA	NA	NA
Ssty2	0	NA	NA	NA	NA	NA
Gm20736	0	NA	NA	NA	NA	NA
Gm21258	0	NA	NA	NA	NA	NA
LOC108168609	0	NA	NA	NA	NA	NA
Gm20917	0	NA	NA	NA	NA	NA
Gm20809	0	NA	NA	NA	NA	NA
Gm20857	0	NA	NA	NA	NA	NA
Gm20858	0	NA	NA	NA	NA	NA
Gm21679	0	NA	NA	NA	NA	NA
LOC115489292	0	NA	NA	NA	NA	NA
LOC115489294	0	NA	NA	NA	NA	NA
LOC115489295	0	NA	NA	NA	NA	NA
LOC115489296	0	NA	NA	NA	NA	NA
Gm20871	0	NA	NA	NA	NA	NA
Gm20901	0	NA	NA	NA	NA	NA
LOC115489288	0.293522314913385	2.24703223904622	4.98821495579247	0.450468205352076	0.652372874843907	NA
LOC115489283	0	NA	NA	NA	NA	NA
LOC115489284	0	NA	NA	NA	NA	NA
LOC115489285	0	NA	NA	NA	NA	NA
LOC115489286	0	NA	NA	NA	NA	NA
LOC115489287	0	NA	NA	NA	NA	NA
LOC115489291	0	NA	NA	NA	NA	NA
LOC115489297	0	NA	NA	NA	NA	NA
Gm20867	0	NA	NA	NA	NA	NA
Gm20823	0	NA	NA	NA	NA	NA
LOC108168570	0	NA	NA	NA	NA	NA
Gm20738	0	NA	NA	NA	NA	NA
LOC115489289	0	NA	NA	NA	NA	NA
LOC115489293	0	NA	NA	NA	NA	NA
LOC108168574	0	NA	NA	NA	NA	NA
Gm20816	0	NA	NA	NA	NA	NA
Gm28840	0	NA	NA	NA	NA	NA
Gm20868	0	NA	NA	NA	NA	NA
LOC108168565	0	NA	NA	NA	NA	NA
Gm20852	0	NA	NA	NA	NA	NA
Gm20931	0	NA	NA	NA	NA	NA
Sly	0	NA	NA	NA	NA	NA
Gm21943	0	NA	NA	NA	NA	NA
LOC108168625	0	NA	NA	NA	NA	NA
Gm20806	0	NA	NA	NA	NA	NA
Gm20854	0	NA	NA	NA	NA	NA
Gm20819	0	NA	NA	NA	NA	NA
LOC115489301	0	NA	NA	NA	NA	NA
Gm20879	0	NA	NA	NA	NA	NA
LOC100861978	0	NA	NA	NA	NA	NA
Gm7819	0	NA	NA	NA	NA	NA
Vmn2r122	0	NA	NA	NA	NA	NA
LOC664787	0	NA	NA	NA	NA	NA
Csprs	0	NA	NA	NA	NA	NA
LOC100041034	0	NA	NA	NA	NA	NA
Gm10591	0	NA	NA	NA	NA	NA
Gm13304	0	NA	NA	NA	NA	NA
Fam205a4	0	NA	NA	NA	NA	NA
Ccl27b	0	NA	NA	NA	NA	NA
Gm13306	0	NA	NA	NA	NA	NA
Gm2002	0	NA	NA	NA	NA	NA
Gm13305	0	NA	NA	NA	NA	NA
Gm16367	0	NA	NA	NA	NA	NA
Btbd35f23	0	NA	NA	NA	NA	NA
Btbd35f28	0	NA	NA	NA	NA	NA
Btbd35f17	0	NA	NA	NA	NA	NA
Gm5925	0	NA	NA	NA	NA	NA
Btbd35f27	0	NA	NA	NA	NA	NA
Mycs	0	NA	NA	NA	NA	NA
Btbd35f7	0	NA	NA	NA	NA	NA
AU022751	0	NA	NA	NA	NA	NA
Bmp15	3.79188277420956	-0.592584953940675	4.0500888106029	-0.146314064123562	0.883673463773457	NA
5430428K19Rik	1.14305474098214	-3.21721413893609	4.81974667762322	-0.667506894889879	0.504448407018744	NA
Akap4	0	NA	NA	NA	NA	NA
Mir500	0	NA	NA	NA	NA	NA
Mir501	0	NA	NA	NA	NA	NA
Mir362	0	NA	NA	NA	NA	NA
Mir188	0	NA	NA	NA	NA	NA
Mir532	0	NA	NA	NA	NA	NA
Gm14379	4.7426312950655	-1.6799102110638	3.6389388086538	-0.461648381409655	0.644333493330044	NA
Foxp3	4.17574187433912	-5.08802549173334	4.39811068229401	-1.15686617715575	0.24732703927751	NA
Cacna1f	1.51195722526486	-3.62134428683892	4.81121934764091	-0.752687421872499	0.451637770124389	NA
Magix	0.904082566639842	-2.88141435364698	4.82887734008952	-0.596704813710087	0.550704478179425	NA
Mir1198	1.24875352549993	-3.34764545770143	4.81673125565634	-0.69500357815692	0.487053059168598	NA
Eras	0	NA	NA	NA	NA	NA
Glod5	0	NA	NA	NA	NA	NA
Ssxb10	0	NA	NA	NA	NA	NA
Ssxb9	0	NA	NA	NA	NA	NA
Ssxb1	0	NA	NA	NA	NA	NA
Ssxb2	0	NA	NA	NA	NA	NA
Gm14459	0	NA	NA	NA	NA	NA
Ssxb6	0	NA	NA	NA	NA	NA
Ssxb3	0	NA	NA	NA	NA	NA
Ssxb8	0	NA	NA	NA	NA	NA
Ssx9	0	NA	NA	NA	NA	NA
Ssxb5	0	NA	NA	NA	NA	NA
Gm6592	0.547295845068432	-2.1571395115503	4.85743664333727	-0.444090097296308	0.656977445735605	NA
Fthl17b	0	NA	NA	NA	NA	NA
Fthl17c	0	NA	NA	NA	NA	NA
Fthl17-ps1	0	NA	NA	NA	NA	NA
Fthl17d	0	NA	NA	NA	NA	NA
Fthl17e	0	NA	NA	NA	NA	NA
Fthl17f	0	NA	NA	NA	NA	NA
4930402K13Rik	0	NA	NA	NA	NA	NA
H2al1m	0	NA	NA	NA	NA	NA
H2al1k	0	NA	NA	NA	NA	NA
H2al1o	0	NA	NA	NA	NA	NA
H2ap	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
H2al3	0	NA	NA	NA	NA	NA
Btbd35f16	0	NA	NA	NA	NA	NA
Btbd35f18	0	NA	NA	NA	NA	NA
Btbd35f11	0	NA	NA	NA	NA	NA
Btbd35f3	0	NA	NA	NA	NA	NA
Btbd35f4	0	NA	NA	NA	NA	NA
Btbd35f10	0	NA	NA	NA	NA	NA
Btbd35f26	0	NA	NA	NA	NA	NA
Btbd35f15	0	NA	NA	NA	NA	NA
Spin2-ps1	0	NA	NA	NA	NA	NA
Gm21637	0	NA	NA	NA	NA	NA
Btbd35f20	0	NA	NA	NA	NA	NA
Otc	0	NA	NA	NA	NA	NA
4933416E14Rik	0	NA	NA	NA	NA	NA
H2al1a	0	NA	NA	NA	NA	NA
H2al1c	0	NA	NA	NA	NA	NA
H2al1d	0	NA	NA	NA	NA	NA
H2al1f	0	NA	NA	NA	NA	NA
H2al1i	0	NA	NA	NA	NA	NA
H2al1b	0	NA	NA	NA	NA	NA
H2al1g	0	NA	NA	NA	NA	NA
H2al1e	0	NA	NA	NA	NA	NA
H2al1h	0	NA	NA	NA	NA	NA
H2al1j	0	NA	NA	NA	NA	NA
Gm14635	0.356786721571409	-1.54341329582123	4.89553671446777	-0.31526947622719	0.752557058567736	NA
4930500G05Rik	0.178393360785705	-0.572652144658042	4.99508199321519	-0.114643192130955	0.908727943018623	NA
2010308F09Rik	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
H2al1n	0	NA	NA	NA	NA	NA
Ppp1r2-ps9	0	NA	NA	NA	NA	NA
Cypt1	0	NA	NA	NA	NA	NA
Efhc2	1.49984146255355	-3.61000371187908	4.81142768457949	-0.750297821881239	0.453075354154472	NA
Dusp21	0	NA	NA	NA	NA	NA
Mir221	0	NA	NA	NA	NA	NA
Mir222	0	NA	NA	NA	NA	NA
Tex13c3	0	NA	NA	NA	NA	NA
Mir5617	0	NA	NA	NA	NA	NA
Spaca5	1.96232696864275	-3.99921656545358	4.80513211883592	-0.832280250896081	0.405250775312868	NA
Ssxa1	0	NA	NA	NA	NA	NA
4930453H23Rik	0	NA	NA	NA	NA	NA
Gm6938	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Slc6a14	0	NA	NA	NA	NA	NA
Gm28269	0	NA	NA	NA	NA	NA
Ppp1r2-ps7	0	NA	NA	NA	NA	NA
Gm4907	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Gm5934	0	NA	NA	NA	NA	NA
Gm4297	0	NA	NA	NA	NA	NA
Gm5935	0	NA	NA	NA	NA	NA
Gm14632	0	NA	NA	NA	NA	NA
Gm14819	0	NA	NA	NA	NA	NA
Gm10230	0	NA	NA	NA	NA	NA
Gm10486	0	NA	NA	NA	NA	NA
Gm10096	0	NA	NA	NA	NA	NA
Gm10147	0	NA	NA	NA	NA	NA
Gm10058	0	NA	NA	NA	NA	NA
E330016L19Rik	0	NA	NA	NA	NA	NA
Gm5169	0	NA	NA	NA	NA	NA
Gm1993	0	NA	NA	NA	NA	NA
Gm5168	0	NA	NA	NA	NA	NA
Gm2012	0	NA	NA	NA	NA	NA
Gm2030	0	NA	NA	NA	NA	NA
Slx	0	NA	NA	NA	NA	NA
Gm14525	0	NA	NA	NA	NA	NA
Gm6121	0	NA	NA	NA	NA	NA
Gm4836	0	NA	NA	NA	NA	NA
Gm10487	0	NA	NA	NA	NA	NA
Gm10488	0	NA	NA	NA	NA	NA
LOC108168459	0	NA	NA	NA	NA	NA
Btbd35f2	0	NA	NA	NA	NA	NA
Btbd35f1	0	NA	NA	NA	NA	NA
Btbd35f21	0	NA	NA	NA	NA	NA
Btbd35f5	0	NA	NA	NA	NA	NA
Gm2837	0	NA	NA	NA	NA	NA
Btbd35f12	0	NA	NA	NA	NA	NA
Btbd35f14	0	NA	NA	NA	NA	NA
Btbd35f13	0.178393360785705	-0.572652144658042	4.99508199321519	-0.114643192130955	0.908727943018623	NA
Btbd35f6	0	NA	NA	NA	NA	NA
Gm6268	3.52226777896061	5.70194133297776	4.80541323148644	1.18656628645733	0.235398740635294	NA
Gm14569	1.13996277447235	0.983075931084444	4.77013535801941	0.206089734839856	0.836720817073706	NA
Gm15008	1.47560993713091	-3.58706475860136	4.81185410597989	-0.745464155728155	0.455991172304226	NA
Sowahd	2.89475846085256	0.0471717850866453	4.64279574938771	0.0101602111384862	0.991893463871151	NA
Snora69	0.713573443142819	-2.54128301749194	4.84054247069679	-0.524999632350322	0.599583446515167	NA
Akap14	3.79806670722914	-4.95059081943897	4.73821163889383	-1.04482264548966	0.296104946580435	NA
Gm9	0	NA	NA	NA	NA	NA
Rhox1	0	NA	NA	NA	NA	NA
Rhox2a	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Rhox3a	0	NA	NA	NA	NA	NA
Rhox3e	0	NA	NA	NA	NA	NA
Rhox4a	0	NA	NA	NA	NA	NA
Rhox2b	0	NA	NA	NA	NA	NA
Rhox4b	0	NA	NA	NA	NA	NA
Rhox2c	0	NA	NA	NA	NA	NA
Rhox3c	0	NA	NA	NA	NA	NA
Rhox4c	0	NA	NA	NA	NA	NA
Rhox2d	0	NA	NA	NA	NA	NA
Rhox4d	0	NA	NA	NA	NA	NA
Rhox2e	0	NA	NA	NA	NA	NA
Rhox4e	0	NA	NA	NA	NA	NA
Rhox2f	0	NA	NA	NA	NA	NA
Rhox3f	0	NA	NA	NA	NA	NA
Rhox4f	0	NA	NA	NA	NA	NA
Rhox3g	0	NA	NA	NA	NA	NA
Rhox2g	0	NA	NA	NA	NA	NA
Rhox4g	0	NA	NA	NA	NA	NA
Rhox3h	0	NA	NA	NA	NA	NA
Rhox2h	0	NA	NA	NA	NA	NA
Rhox6	0.379472263739151	2.43450439599011	4.97632980920197	0.48921685043631	0.624688181129547	NA
Rhox7a	0	NA	NA	NA	NA	NA
Rhox8	0.85138793943824	1.87971093477776	4.88981197748459	0.384413745034164	0.700671814647802	NA
Rhox9	0	NA	NA	NA	NA	NA
LOC102637882	0	NA	NA	NA	NA	NA
Btg1b	0	NA	NA	NA	NA	NA
Btg1c	0	NA	NA	NA	NA	NA
Rhox10	0	NA	NA	NA	NA	NA
Rhox11	0	NA	NA	NA	NA	NA
Rhox12	0	NA	NA	NA	NA	NA
Rhox13	0	NA	NA	NA	NA	NA
Mir3110	0	NA	NA	NA	NA	NA
6030498E09Rik	0	NA	NA	NA	NA	NA
Cypt15	0	NA	NA	NA	NA	NA
Cypt14	0	NA	NA	NA	NA	NA
Sh2d1a	0	NA	NA	NA	NA	NA
Tex13c1	0	NA	NA	NA	NA	NA
Prr32	0	NA	NA	NA	NA	NA
4930515L19Rik	0	NA	NA	NA	NA	NA
Actrt1	0	NA	NA	NA	NA	NA
Gpr119	0.381018246994046	-1.62959054182511	4.88918163734017	-0.333305379652788	0.738903778962202	NA
Fsip2l	0	NA	NA	NA	NA	NA
Olfr1320	0	NA	NA	NA	NA	NA
Olfr1321	0	NA	NA	NA	NA	NA
Olfr1322	0	NA	NA	NA	NA	NA
Olfr1323	0	NA	NA	NA	NA	NA
Olfr1324	0	NA	NA	NA	NA	NA
Frmd7	0.368902484282728	-1.58702778313014	4.89227400004232	-0.32439470543073	0.745639227666717	NA
Usp26	0	NA	NA	NA	NA	NA
1700080O16Rik	0	NA	NA	NA	NA	NA
Mir6384	0	NA	NA	NA	NA	NA
Mir717	1.33356386447916	-3.43980579204298	4.81475810912154	-0.714429617040633	0.474961563507953	NA
A630012P03Rik	3.23865509944939	-4.72061470686304	4.79712071552906	-0.984051681580919	0.325090102549161	NA
Mir363	0	NA	NA	NA	NA	NA
Mir92-2	0	NA	NA	NA	NA	NA
Mir19b-2	0	NA	NA	NA	NA	NA
Mir20b	0	NA	NA	NA	NA	NA
Mir18b	0	NA	NA	NA	NA	NA
Mir106a	0	NA	NA	NA	NA	NA
Kis2	0	NA	NA	NA	NA	NA
Pou5f1-rs8	3.58332605830948	-4.86670302106161	4.72912704131703	-1.02909119982242	0.303436821070751	NA
Mir450b	0	NA	NA	NA	NA	NA
Mir450-1	0.535180082357114	-2.12698206422329	4.85896031697532	-0.437744275620535	0.661571669933989	NA
Mir450-2	0	NA	NA	NA	NA	NA
Mir542	0	NA	NA	NA	NA	NA
Mir351	0	NA	NA	NA	NA	NA
Mir503	0	NA	NA	NA	NA	NA
Mir322	0	NA	NA	NA	NA	NA
Fam122c	0	NA	NA	NA	NA	NA
Etd	0	NA	NA	NA	NA	NA
4933416I08Rik	0	NA	NA	NA	NA	NA
LOC100504039	0	NA	NA	NA	NA	NA
AW822252	5.53496907128681	-1.08692424130619	3.43449076688371	-0.316473187753657	0.751643373227917	NA
1700013H16Rik	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Zfp36l3	0	NA	NA	NA	NA	NA
Gm14590	0	NA	NA	NA	NA	NA
Gm14595	0	NA	NA	NA	NA	NA
Gm14596	0	NA	NA	NA	NA	NA
Gm16405	0	NA	NA	NA	NA	NA
Gm16430	0	NA	NA	NA	NA	NA
Slxl1	0	NA	NA	NA	NA	NA
Gm16404	0	NA	NA	NA	NA	NA
3830403N18Rik	0	NA	NA	NA	NA	NA
Gm773	0	NA	NA	NA	NA	NA
1600025M17Rik	0	NA	NA	NA	NA	NA
Gm648	0	NA	NA	NA	NA	NA
Mir5116	0	NA	NA	NA	NA	NA
Brs3	2.2768335824349	5.06371900464562	4.81687470772977	1.05124573751518	0.29314574170569	NA
Vgll1	1.14305474098214	-3.21721413893609	4.81974667762322	-0.667506894889879	0.504448407018744	NA
Gm14718	0	NA	NA	NA	NA	NA
Cd40lg	0	NA	NA	NA	NA	NA
Snord61	0	NA	NA	NA	NA	NA
Gm364	0	NA	NA	NA	NA	NA
Gpr101	0.381018246994046	-1.62959054182511	4.88918163734017	-0.333305379652788	0.738903778962202	NA
Zic3	0	NA	NA	NA	NA	NA
4930550L24Rik	0	NA	NA	NA	NA	NA
Mir504	0	NA	NA	NA	NA	NA
F9	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Mir505	0.178393360785705	-0.572652144658042	4.99508199321519	-0.114643192130955	0.908727943018623	NA
Gm7073	0	NA	NA	NA	NA	NA
Gm38438	0	NA	NA	NA	NA	NA
Gm14664	0	NA	NA	NA	NA	NA
Cdr1os	1.33356386447916	-3.43980579204298	4.81475810912154	-0.714429617040633	0.474961563507953	NA
Cdr1	1.17408925965354	4.12346210125301	4.84619359470428	0.85086615313077	0.394843708570853	NA
C030023E24Rik	0	NA	NA	NA	NA	NA
Gm4988	0	NA	NA	NA	NA	NA
4933402E13Rik	0.178393360785705	-0.572652144658042	4.99508199321519	-0.114643192130955	0.908727943018623	NA
4931400O07Rik	0	NA	NA	NA	NA	NA
Tslrn1	0	NA	NA	NA	NA	NA
Gm6760	0	NA	NA	NA	NA	NA
3830417A13Rik	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Ctag2	0	NA	NA	NA	NA	NA
Mir743	0	NA	NA	NA	NA	NA
Mir743b	0	NA	NA	NA	NA	NA
Mir742	0	NA	NA	NA	NA	NA
Mir883a	0	NA	NA	NA	NA	NA
Mir883b	0	NA	NA	NA	NA	NA
Mir471	0	NA	NA	NA	NA	NA
Mir741	0	NA	NA	NA	NA	NA
Mir463	0	NA	NA	NA	NA	NA
Mir880	0	NA	NA	NA	NA	NA
Mir878	0	NA	NA	NA	NA	NA
Mir881	0	NA	NA	NA	NA	NA
Mir871	0	NA	NA	NA	NA	NA
Mir470	0	NA	NA	NA	NA	NA
Mir465d	0	NA	NA	NA	NA	NA
Mir465c-1	0	NA	NA	NA	NA	NA
Mir465c-2	0	NA	NA	NA	NA	NA
Mir465b-1	0	NA	NA	NA	NA	NA
Mir465b-2	0	NA	NA	NA	NA	NA
Mir465	0	NA	NA	NA	NA	NA
Gm1140	0	NA	NA	NA	NA	NA
Gm14692	0	NA	NA	NA	NA	NA
4933436I01Rik	0	NA	NA	NA	NA	NA
Mir201	0	NA	NA	NA	NA	NA
Mir547	0	NA	NA	NA	NA	NA
Mir509	0	NA	NA	NA	NA	NA
Fmr1os	3.9246539372855	-4.99875106939186	4.794953177733	-1.04250258221608	0.297178728906892	NA
Fmr1nb	0	NA	NA	NA	NA	NA
Gm6812	0	NA	NA	NA	NA	NA
1700111N16Rik	0	NA	NA	NA	NA	NA
1700020N15Rik	0	NA	NA	NA	NA	NA
4930567H17Rik	0	NA	NA	NA	NA	NA
Gm14725	0	NA	NA	NA	NA	NA
Gpr50	5.13591957485138	1.37144218405844	3.64532497999599	0.37621945686169	0.706753751722259	NA
Fate1	0	NA	NA	NA	NA	NA
Magea4	0	NA	NA	NA	NA	NA
Mir224	0	NA	NA	NA	NA	NA
Mir452	0	NA	NA	NA	NA	NA
Magea10	0	NA	NA	NA	NA	NA
Mir767	0	NA	NA	NA	NA	NA
Mir105	0	NA	NA	NA	NA	NA
Gabrq	1.70246634876189	-3.79261563465494	4.80826318850511	-0.788770390880802	0.430246218057955	NA
Mir2137	0.190509123497023	-0.620507200303963	4.99173923933047	-0.124306813828518	0.901072352493343	NA
Xlr4a	0.950999634230219	-0.637528629647122	4.8327717404721	-0.131917802843476	0.895049307058802	NA
Xlr5a	0	NA	NA	NA	NA	NA
DXBay18	0	NA	NA	NA	NA	NA
Gm14685	0	NA	NA	NA	NA	NA
Xlr5b	0	NA	NA	NA	NA	NA
Spin2d	0	NA	NA	NA	NA	NA
Xlr3b	2.84892258636841	-1.92424033955657	4.40367874921329	-0.436962014974487	0.662138895887751	NA
Xlr4b	2.01079001948802	-4.03374543718522	4.80465099949935	-0.839550143726473	0.40116066301852	NA
Xlr4c	0	NA	NA	NA	NA	NA
Xlr3c	0	NA	NA	NA	NA	NA
Xlr5c	0	NA	NA	NA	NA	NA
Trex2	0	NA	NA	NA	NA	NA
Mir5132	0	NA	NA	NA	NA	NA
Mir718	0	NA	NA	NA	NA	NA
Opn1mw	0	NA	NA	NA	NA	NA
Tex28	0	NA	NA	NA	NA	NA
Mir7091	0	NA	NA	NA	NA	NA
Mir7092	0	NA	NA	NA	NA	NA
Gm44504	0	NA	NA	NA	NA	NA
Ctag2l1	0	NA	NA	NA	NA	NA
Olfr1325	0	NA	NA	NA	NA	NA
Gm5640	0	NA	NA	NA	NA	NA
Ctag2l2	0	NA	NA	NA	NA	NA
Gm5936	0	NA	NA	NA	NA	NA
Gm38425	1.69628241574231	3.04734708334789	4.83044911410262	0.630862060931578	0.528130720314022	NA
Smim9	0.178393360785705	-0.572652144658042	4.99508199321519	-0.114643192130955	0.908727943018623	NA
Cldn34b3	0	NA	NA	NA	NA	NA
Cldn34b4	0	NA	NA	NA	NA	NA
Cldn34d	0	NA	NA	NA	NA	NA
Pbsn	0	NA	NA	NA	NA	NA
Gm14744	0	NA	NA	NA	NA	NA
5430402E10Rik	0	NA	NA	NA	NA	NA
Obp1a	0	NA	NA	NA	NA	NA
Gm5938	0	NA	NA	NA	NA	NA
Obp1b	0	NA	NA	NA	NA	NA
Gm14743	0	NA	NA	NA	NA	NA
4930480E11Rik	0	NA	NA	NA	NA	NA
Fam47c	0.952545617485114	-2.95390224143335	4.82672421549555	-0.611989023932679	0.540545019577014	NA
Mageb16	0	NA	NA	NA	NA	NA
4930595M18Rik	0.891966803928523	-2.8627542755935	4.8294491743589	-0.592770349627612	0.553334853425321	NA
Tsga8	0	NA	NA	NA	NA	NA
Fthl17a	0	NA	NA	NA	NA	NA
Gm14762	0	NA	NA	NA	NA	NA
Samt3	0	NA	NA	NA	NA	NA
Mageb4	1.86874394683627	-3.92745677391402	4.80616944413743	-0.817169852116789	0.41383136867071	NA
Gm41	0	NA	NA	NA	NA	NA
Dcaf8l	0	NA	NA	NA	NA	NA
4932429P05Rik	0	NA	NA	NA	NA	NA
4930415L06Rik	0	NA	NA	NA	NA	NA
Gm44	0	NA	NA	NA	NA	NA
LOC101055749	0	NA	NA	NA	NA	NA
Mageb1	0	NA	NA	NA	NA	NA
Mageb2	0	NA	NA	NA	NA	NA
Gm5072	0	NA	NA	NA	NA	NA
1700084M14Rik	0	NA	NA	NA	NA	NA
Gm14781	0	NA	NA	NA	NA	NA
Mageb5	0	NA	NA	NA	NA	NA
Gm5071	0	NA	NA	NA	NA	NA
Mageb18	0	NA	NA	NA	NA	NA
Gm5941	0	NA	NA	NA	NA	NA
BC061195	0	NA	NA	NA	NA	NA
1700003E24Rik	0	NA	NA	NA	NA	NA
Mir7673	1.88085970954759	-3.93660600537298	4.80603431245847	-0.819096525209629	0.412731344262973	NA
Fam90a1b	0.55941160777975	-2.18675718049059	4.85597046908088	-0.450323409998927	0.652477261499031	NA
Apoo-ps	0	NA	NA	NA	NA	NA
LOC102640328	0	NA	NA	NA	NA	NA
